550.08	550.08	550.08	550.08	550.08	550.08	550.08	550.08	550.08	550.08	550.08	550.08	
555.59	555.59	555.59	555.59	555.59	554.88	553.14	553.14	553.14	553.14	553.14	553.14	
557.24	557.24	557.24	557.24	557.24	554.99	554.99	554.99	554.99	554.99	554.99	554.99	
554.19	554.19	554.19	554.19	554.19	554.19	554.19	554.19	554.19	554.19	554.19	554.19	
552.35	552.35	552.35	552.35	551.9	551.9	551.9	547.82	547.82	547.82	547.82	547.82	
556.91	556.91	556.91	556.91	556.91	554.72	549.69	549.69	549.69	549.69	549.69	549.69	
556.91	556.91	556.91	556.91	556.91	555.09	553.2	549.33	549.33	549.33	549.33	549.33	
554.19	554.19	554.19	554.19	554.19	554.19	554.19	554.19	554.19	554.19	554.19	554.19	
560.08	560.08	560.08	560.08	560.08	559.4	558.38	556.64	556.64	556.64	556.64	556.64	
555.57	555.57	555.57	555.57	555.57	555.57	555.57	555.57	555.57	555.57	555.57	555.57	
1941.15	1941.15	1941.15	1941.15	1941.15	1941.15	1941.15	1932.11	1926.23	1926.23	1926.23	1926.23	
2e+09	2e+09	2e+09	2e+09	2e+09	2e+09	2e+09	2e+09	2e+09	2e+09	2e+09	2e+09	
1941.95	1941.95	1941.95	1941.95	1941.95	1941.95	1941.95	1928.08	1928.08	1928.08	1928.08	1928.08	
1942.14	1942.14	1942.14	1942.14	1942.14	1942.14	1927.49	1927.49	1918.96	1918.96	1918.96	1918.96	
1956.21	1956.21	1956.21	1956.21	1953.11	1953.11	1953.11	1953.11	1953.11	1953.11	1953.11	1953.11	
1954.35	1954.35	1954.35	1954.35	1954.35	1943.3	1939.67	1939.67	1939.67	1939.67	1939.67	1939.67	
1942.84	1942.84	1942.84	1942.84	1942.84	1942.84	1927.63	1919.29	1913.89	1913.89	1913.89	1913.89	
1941.76	1941.76	1941.76	1941.76	1941.76	1941.76	1933.77	1933.77	1927.89	1927.89	1927.89	1927.89	
1936.79	1936.79	1936.79	1936.79	1936.79	1936.79	1936.79	1929.27	1929.27	1929.27	1929.27	1929.27	
1949.36	1949.36	1949.36	1949.36	1949.36	1942.63	1939.89	1939.36	1939.36	1939.36	1939.36	1939.36	
1406.19	1406.19	1406.19	1406.19	1406.19	1406.19	1400.94	1400.94	1398.76	1396.6	1396.6	1396.6	
1399.63	1399.63	1399.63	1399.63	1399.63	1399.63	1399.63	1392.97	1392.97	1392.97	1392.97	1392.97	
1422.24	1422.24	1422.24	1422.24	1422.24	1422.24	1418.88	1418.88	1418.88	1418.88	1418.88	1418.88	
1412.62	1412.62	1412.62	1412.62	1412.62	1412.62	1412.62	1401.85	1391.41	1388.18	1386.39	1386.39	
1412.31	1412.31	1412.31	1412.31	1412.31	1412.31	1412.31	1408.48	1408.48	1408.48	1408.48	1408.48	
1409.29	1409.29	1409.29	1409.29	1409.29	1409.29	1409.29	1398.99	1396.81	1394.65	1394.65	1394.65	
1417.38	1417.38	1417.38	1417.38	1417.38	1417.38	1417.38	1411.29	1411.29	1411.29	1411.29	1411.29	
1414.62	1414.62	1414.62	1414.62	1414.62	1414.62	1414.62	1408.56	1398.12	1393.1	1393.1	1393.1	
1405.83	1405.83	1405.83	1405.83	1405.83	1405.83	1405.83	1400.39	1398.21	1396.05	1396.05	1396.05	
1405.71	1405.71	1405.71	1405.71	1405.71	1405.71	1405.71	1400.23	1398.05	1395.89	1395.89	1395.89	
1150.69	1150.69	1150.69	1150.69	1150.69	1150.69	1150.69	1150.69	1109.65	1105.6	1105.6	1105.6	
1152.47	1152.47	1152.47	1152.47	1152.47	1152.47	1152.47	1143.34	1142.63	1142.63	1142.63	1142.63	
1155.51	1155.51	1155.51	1155.51	1155.51	1153.11	1152.46	1152.46	1152.46	1152.46	1152.46	1152.46	
1144.5	1144.5	1144.5	1144.5	1144.5	1144.5	1144.5	1144.5	1121.89	1104.66	1104.66	1104.66	
1143.59	1143.59	1143.59	1143.59	1143.59	1143.59	1143.59	1119.61	1118.69	1118.69	1118.69	1118.69	
1132.84	1132.84	1132.84	1132.84	1132.84	1132.84	1132.84	1132.84	1110.32	1109.78	1106.68	1104.58	
1146.56	1146.56	1146.56	1146.56	1146.56	1146.56	1146.56	1136.13	1133.99	1133.99	1133.99	1133.99	
1129.6	1129.6	1129.6	1129.6	1129.6	1129.6	1129.6	1129.6	1120.14	1118.46	1118.06	1118.06	
1151	1151	1151	1151	1151	1151	1151	1145.56	1141.75	1141.75	1141.75	1141.75	
1137.31	1137.31	1137.31	1137.31	1137.31	1137.31	1137.31	1137.31	1115.13	1111.54	1109.4	1109.4	
184.86	181.73	181.73	181.73	181.73	181.73	181.73	181.73	181.73	181.73	181.73	181.73	
182.95	182.95	182.95	182.95	182.95	182.95	182.95	182.95	182.95	182.95	182.95	182.95	
